state,district,month,monthly_enrolments,monthly_load,estimated_update_requests
Andhra Pradesh,Sri Sathya Sai,2025-06,27,27,9
Andhra Pradesh,Sri Sathya Sai,2025-07,9,9,3
Andhra Pradesh,Sri Sathya Sai,2025-08,19,19,7
Andhra Pradesh,Sri Sathya Sai,2025-09,22,22,8
Andhra Pradesh,Sri Sathya Sai,2025-10,24,24,8
Andhra Pradesh,Sri Sathya Sai,2025-11,24,24,8
Andhra Pradesh,Sri Sathya Sai,2025-12,22,22,8
Andhra Pradesh,Srikakulam,2025-01,112,112,39
Andhra Pradesh,Srikakulam,2025-02,181,181,63
Andhra Pradesh,Srikakulam,2025-03,109,109,38
Andhra Pradesh,Srikakulam,2025-04,52,52,18
Andhra Pradesh,Srikakulam,2025-05,197,197,69
Andhra Pradesh,Srikakulam,2025-06,132,132,46
Andhra Pradesh,Srikakulam,2025-07,63,63,22
Andhra Pradesh,Srikakulam,2025-08,122,122,43
Andhra Pradesh,Srikakulam,2025-09,136,136,48
Andhra Pradesh,Srikakulam,2025-10,119,119,42
Andhra Pradesh,Srikakulam,2025-11,124,124,43
Andhra Pradesh,Srikakulam,2025-12,83,83,29
Andhra Pradesh,Tirupati,2025-01,33,33,12
Andhra Pradesh,Tirupati,2025-02,47,47,16
Andhra Pradesh,Tirupati,2025-03,30,30,10
Andhra Pradesh,Tirupati,2025-04,10,10,4
Andhra Pradesh,Tirupati,2025-05,46,46,16
Andhra Pradesh,Tirupati,2025-06,54,54,19
Andhra Pradesh,Tirupati,2025-07,39,39,14
Andhra Pradesh,Tirupati,2025-08,46,46,16
Andhra Pradesh,Tirupati,2025-09,40,40,14
Andhra Pradesh,Tirupati,2025-10,51,51,18
Andhra Pradesh,Tirupati,2025-11,28,28,10
Andhra Pradesh,Tirupati,2025-12,34,34,12
Andhra Pradesh,Visakhapatanam,2025-01,226,226,79
Andhra Pradesh,Visakhapatnam,2025-01,149,149,52
Andhra Pradesh,Visakhapatnam,2025-02,328,328,115
Andhra Pradesh,Visakhapatnam,2025-03,171,171,60
Andhra Pradesh,Visakhapatnam,2025-04,93,93,33
Andhra Pradesh,Visakhapatnam,2025-05,314,314,110
Andhra Pradesh,Visakhapatnam,2025-06,215,215,75
Andhra Pradesh,Visakhapatnam,2025-07,111,111,39
Andhra Pradesh,Visakhapatnam,2025-08,211,211,74
Andhra Pradesh,Visakhapatnam,2025-09,193,193,68
Andhra Pradesh,Visakhapatnam,2025-10,233,233,82
Andhra Pradesh,Visakhapatnam,2025-11,190,190,66
Andhra Pradesh,Visakhapatnam,2025-12,179,179,63
Andhra Pradesh,Vizianagaram,2025-01,80,80,28
Andhra Pradesh,Vizianagaram,2025-02,153,153,54
Andhra Pradesh,Vizianagaram,2025-03,87,87,30
Andhra Pradesh,Vizianagaram,2025-04,56,56,20
Andhra Pradesh,Vizianagaram,2025-05,116,116,41
Andhra Pradesh,Vizianagaram,2025-06,115,115,40
Andhra Pradesh,Vizianagaram,2025-07,36,36,13
Andhra Pradesh,Vizianagaram,2025-08,133,133,47
Andhra Pradesh,Vizianagaram,2025-09,112,112,39
Andhra Pradesh,Vizianagaram,2025-10,115,115,40
Andhra Pradesh,Vizianagaram,2025-11,98,98,34
Andhra Pradesh,Vizianagaram,2025-12,92,92,32
Andhra Pradesh,Warangal,2025-01,37,37,13
Andhra Pradesh,Warangal,2025-02,55,55,19
Andhra Pradesh,Warangal,2025-03,38,38,13
Andhra Pradesh,Warangal,2025-04,32,32,11
Andhra Pradesh,Warangal,2025-05,29,29,10
Andhra Pradesh,Warangal,2025-06,27,27,9
Andhra Pradesh,Warangal,2025-07,15,15,5
Andhra Pradesh,Warangal,2025-08,25,25,9
Andhra Pradesh,Warangal,2025-09,41,41,14
Andhra Pradesh,Warangal,2025-10,39,39,14
Andhra Pradesh,Warangal,2025-11,33,33,12
Andhra Pradesh,Warangal,2025-12,36,36,13
Andhra Pradesh,West Godavari,2025-01,143,143,50
Andhra Pradesh,West Godavari,2025-02,244,244,85
Andhra Pradesh,West Godavari,2025-03,151,151,53
Andhra Pradesh,West Godavari,2025-04,87,87,30
Andhra Pradesh,West Godavari,2025-05,159,159,56
Andhra Pradesh,West Godavari,2025-06,159,159,56
Andhra Pradesh,West Godavari,2025-07,71,71,25
Andhra Pradesh,West Godavari,2025-08,166,166,58
Andhra Pradesh,West Godavari,2025-09,203,203,71
Andhra Pradesh,West Godavari,2025-10,149,149,52
Andhra Pradesh,West Godavari,2025-11,138,138,48
Andhra Pradesh,West Godavari,2025-12,155,155,54
Andhra Pradesh,Y. S. R,2025-01,20,20,7
Andhra Pradesh,Y. S. R,2025-02,28,28,10
Andhra Pradesh,Y. S. R,2025-03,21,21,7
Andhra Pradesh,Y. S. R,2025-04,9,9,3
Andhra Pradesh,Y. S. R,2025-05,34,34,12
Andhra Pradesh,Y. S. R,2025-06,35,35,12
Andhra Pradesh,Y. S. R,2025-07,11,11,4
Andhra Pradesh,Y. S. R,2025-08,22,22,8
Andhra Pradesh,Y. S. R,2025-09,25,25,9
Andhra Pradesh,Y. S. R,2025-10,24,24,8
Andhra Pradesh,Y. S. R,2025-11,19,19,7
Andhra Pradesh,Y. S. R,2025-12,24,24,8
Arunachal Pradesh,Anjaw,2025-01,2,2,1
Arunachal Pradesh,Anjaw,2025-03,4,4,1
Arunachal Pradesh,Anjaw,2025-05,3,3,1
Arunachal Pradesh,Anjaw,2025-06,2,2,1
Arunachal Pradesh,Anjaw,2025-08,3,3,1
Arunachal Pradesh,Anjaw,2025-11,2,2,1
Arunachal Pradesh,Anjaw,2025-12,1,1,0
Arunachal Pradesh,Changlang,2025-01,33,33,12
Arunachal Pradesh,Changlang,2025-02,43,43,15
Arunachal Pradesh,Changlang,2025-03,42,42,15
Arunachal Pradesh,Changlang,2025-04,43,43,15
Arunachal Pradesh,Changlang,2025-05,32,32,11
Arunachal Pradesh,Changlang,2025-06,43,43,15
Arunachal Pradesh,Changlang,2025-07,33,33,12
Arunachal Pradesh,Changlang,2025-08,45,45,16
Arunachal Pradesh,Changlang,2025-09,49,49,17
Arunachal Pradesh,Changlang,2025-10,11,11,4
Arunachal Pradesh,Changlang,2025-11,26,26,9
Arunachal Pradesh,Changlang,2025-12,15,15,5
Arunachal Pradesh,Dibang Valley,2025-08,3,3,1
Arunachal Pradesh,East Kameng,2025-01,4,4,1
Arunachal Pradesh,East Kameng,2025-02,4,4,1
Arunachal Pradesh,East Kameng,2025-03,3,3,1
Arunachal Pradesh,East Kameng,2025-04,14,14,5
Arunachal Pradesh,East Kameng,2025-05,7,7,2
Arunachal Pradesh,East Kameng,2025-06,8,8,3
Arunachal Pradesh,East Kameng,2025-07,4,4,1
Arunachal Pradesh,East Kameng,2025-08,5,5,2
Arunachal Pradesh,East Kameng,2025-09,8,8,3
Arunachal Pradesh,East Kameng,2025-10,1,1,0
Arunachal Pradesh,East Kameng,2025-11,2,2,1
Arunachal Pradesh,East Kameng,2025-12,4,4,1
Arunachal Pradesh,East Siang,2025-01,1,1,0
Arunachal Pradesh,East Siang,2025-02,10,10,4
Arunachal Pradesh,East Siang,2025-03,3,3,1
Arunachal Pradesh,East Siang,2025-04,3,3,1
Arunachal Pradesh,East Siang,2025-05,8,8,3
Arunachal Pradesh,East Siang,2025-06,5,5,2
Arunachal Pradesh,East Siang,2025-07,2,2,1
Arunachal Pradesh,East Siang,2025-08,7,7,2
Arunachal Pradesh,East Siang,2025-09,8,8,3
Arunachal Pradesh,East Siang,2025-10,3,3,1
Arunachal Pradesh,East Siang,2025-11,5,5,2
Arunachal Pradesh,East Siang,2025-12,3,3,1
Arunachal Pradesh,Kamle,2025-01,1,1,0
Arunachal Pradesh,Kamle,2025-02,4,4,1
Arunachal Pradesh,Kamle,2025-03,1,1,0
Arunachal Pradesh,Kamle,2025-04,7,7,2
Arunachal Pradesh,Kamle,2025-05,2,2,1
Arunachal Pradesh,Kamle,2025-08,2,2,1
Arunachal Pradesh,Kra Daadi,2025-01,5,5,2
Arunachal Pradesh,Kra Daadi,2025-02,3,3,1
Arunachal Pradesh,Kra Daadi,2025-03,1,1,0
Arunachal Pradesh,Kra Daadi,2025-04,3,3,1
Arunachal Pradesh,Kra Daadi,2025-06,2,2,1
Arunachal Pradesh,Kra Daadi,2025-08,3,3,1
Arunachal Pradesh,Kra Daadi,2025-10,3,3,1
Arunachal Pradesh,Kurung Kumey,2025-01,7,7,2
Arunachal Pradesh,Kurung Kumey,2025-02,3,3,1
Arunachal Pradesh,Kurung Kumey,2025-03,1,1,0
Arunachal Pradesh,Kurung Kumey,2025-04,1,1,0
Arunachal Pradesh,Kurung Kumey,2025-05,1,1,0
Arunachal Pradesh,Kurung Kumey,2025-06,4,4,1
Arunachal Pradesh,Kurung Kumey,2025-07,2,2,1
Arunachal Pradesh,Kurung Kumey,2025-08,2,2,1
Arunachal Pradesh,Kurung Kumey,2025-11,1,1,0
Arunachal Pradesh,Kurung Kumey,2025-12,3,3,1
Arunachal Pradesh,Leparada,2025-09,1,1,0
Arunachal Pradesh,Lohit,2025-01,3,3,1
Arunachal Pradesh,Lohit,2025-02,8,8,3
Arunachal Pradesh,Lohit,2025-03,2,2,1
Arunachal Pradesh,Lohit,2025-04,1,1,0
Arunachal Pradesh,Lohit,2025-05,2,2,1
Arunachal Pradesh,Lohit,2025-07,1,1,0
Arunachal Pradesh,Lohit,2025-08,15,15,5
Arunachal Pradesh,Lohit,2025-09,3,3,1
Arunachal Pradesh,Lohit,2025-10,2,2,1
Arunachal Pradesh,Lohit,2025-11,3,3,1
Arunachal Pradesh,Lohit,2025-12,6,6,2
Arunachal Pradesh,Longding,2025-01,432,432,151
Arunachal Pradesh,Longding,2025-02,16,16,6
Arunachal Pradesh,Longding,2025-03,17,17,6
Arunachal Pradesh,Longding,2025-04,10,10,4
Arunachal Pradesh,Longding,2025-05,5,5,2
Arunachal Pradesh,Longding,2025-06,26,26,9
Arunachal Pradesh,Longding,2025-07,33,33,12
Arunachal Pradesh,Longding,2025-08,27,27,9
Arunachal Pradesh,Longding,2025-09,22,22,8
Arunachal Pradesh,Longding,2025-10,23,23,8
Arunachal Pradesh,Longding,2025-11,17,17,6
Arunachal Pradesh,Longding,2025-12,22,22,8
Arunachal Pradesh,Lower Dibang Valley,2025-01,1,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-03,3,3,1
Arunachal Pradesh,Lower Dibang Valley,2025-04,1,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-06,1,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-07,1,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-08,7,7,2
Arunachal Pradesh,Lower Dibang Valley,2025-09,3,3,1
Arunachal Pradesh,Lower Dibang Valley,2025-10,6,6,2
Arunachal Pradesh,Lower Dibang Valley,2025-11,3,3,1
Arunachal Pradesh,Lower Dibang Valley,2025-12,5,5,2
Arunachal Pradesh,Lower Siang,2025-01,1,1,0
Arunachal Pradesh,Lower Siang,2025-03,2,2,1
Arunachal Pradesh,Lower Siang,2025-04,3,3,1
Arunachal Pradesh,Lower Siang,2025-05,2,2,1
Arunachal Pradesh,Lower Siang,2025-06,3,3,1
Arunachal Pradesh,Lower Siang,2025-08,2,2,1
Arunachal Pradesh,Lower Siang,2025-09,2,2,1
Arunachal Pradesh,Lower Siang,2025-10,2,2,1
Arunachal Pradesh,Lower Subansiri,2025-01,6,6,2
Arunachal Pradesh,Lower Subansiri,2025-02,4,4,1
Arunachal Pradesh,Lower Subansiri,2025-03,7,7,2
Arunachal Pradesh,Lower Subansiri,2025-04,4,4,1
Arunachal Pradesh,Lower Subansiri,2025-05,3,3,1
Arunachal Pradesh,Lower Subansiri,2025-06,1,1,0
Arunachal Pradesh,Lower Subansiri,2025-07,5,5,2
Arunachal Pradesh,Lower Subansiri,2025-08,3,3,1
Arunachal Pradesh,Lower Subansiri,2025-09,4,4,1
Arunachal Pradesh,Lower Subansiri,2025-10,2,2,1
Arunachal Pradesh,Lower Subansiri,2025-11,5,5,2
Arunachal Pradesh,Lower Subansiri,2025-12,2,2,1
Arunachal Pradesh,Namsai,2025-01,2,2,1
Arunachal Pradesh,Namsai,2025-02,5,5,2
Arunachal Pradesh,Namsai,2025-03,8,8,3
Arunachal Pradesh,Namsai,2025-04,1,1,0
Arunachal Pradesh,Namsai,2025-05,4,4,1
Arunachal Pradesh,Namsai,2025-06,3,3,1
Arunachal Pradesh,Namsai,2025-07,2,2,1
Arunachal Pradesh,Namsai,2025-08,10,10,4
Arunachal Pradesh,Namsai,2025-09,6,6,2
Arunachal Pradesh,Namsai,2025-10,2,2,1
Arunachal Pradesh,Namsai,2025-11,1,1,0
Arunachal Pradesh,Namsai,2025-12,5,5,2
Arunachal Pradesh,Papum Pare,2025-01,12,12,4
Arunachal Pradesh,Papum Pare,2025-02,31,31,11
Arunachal Pradesh,Papum Pare,2025-03,10,10,4
Arunachal Pradesh,Papum Pare,2025-04,4,4,1
Arunachal Pradesh,Papum Pare,2025-05,16,16,6
Arunachal Pradesh,Papum Pare,2025-06,11,11,4
Arunachal Pradesh,Papum Pare,2025-07,3,3,1
Arunachal Pradesh,Papum Pare,2025-08,13,13,5
Arunachal Pradesh,Papum Pare,2025-09,10,10,4
Arunachal Pradesh,Papum Pare,2025-10,15,15,5
Arunachal Pradesh,Papum Pare,2025-11,13,13,5
Arunachal Pradesh,Papum Pare,2025-12,16,16,6
Arunachal Pradesh,Shi-yomi,2025-03,3,3,1
Arunachal Pradesh,Shi-yomi,2025-06,8,8,3
Arunachal Pradesh,Shi-yomi,2025-08,3,3,1
Arunachal Pradesh,Shi-yomi,2025-10,1,1,0
Arunachal Pradesh,Shi-yomi,2025-11,1,1,0
Arunachal Pradesh,Siang,2025-01,1,1,0
Arunachal Pradesh,Siang,2025-02,1,1,0
Arunachal Pradesh,Siang,2025-03,4,4,1
Arunachal Pradesh,Siang,2025-04,2,2,1
Arunachal Pradesh,Siang,2025-07,1,1,0
Arunachal Pradesh,Siang,2025-08,4,4,1
Arunachal Pradesh,Siang,2025-10,1,1,0
Arunachal Pradesh,Siang,2025-11,5,5,2
Arunachal Pradesh,Siang,2025-12,3,3,1
Arunachal Pradesh,Tawang,2025-01,4,4,1
Arunachal Pradesh,Tawang,2025-02,3,3,1
Arunachal Pradesh,Tawang,2025-03,4,4,1
Arunachal Pradesh,Tawang,2025-05,10,10,4
Arunachal Pradesh,Tawang,2025-06,1,1,0
Arunachal Pradesh,Tawang,2025-08,2,2,1
Arunachal Pradesh,Tawang,2025-09,3,3,1
Arunachal Pradesh,Tawang,2025-10,2,2,1
Arunachal Pradesh,Tawang,2025-11,10,10,4
Arunachal Pradesh,Tawang,2025-12,1,1,0
Arunachal Pradesh,Tirap,2025-01,1,1,0
Arunachal Pradesh,Tirap,2025-02,1,1,0
Arunachal Pradesh,Tirap,2025-03,3,3,1
Arunachal Pradesh,Tirap,2025-04,1,1,0
Arunachal Pradesh,Tirap,2025-05,2,2,1
Arunachal Pradesh,Tirap,2025-06,5,5,2
Arunachal Pradesh,Tirap,2025-07,5,5,2
Arunachal Pradesh,Tirap,2025-08,2,2,1
Arunachal Pradesh,Tirap,2025-09,7,7,2
Arunachal Pradesh,Tirap,2025-10,3,3,1
Arunachal Pradesh,Tirap,2025-11,2,2,1
Arunachal Pradesh,Tirap,2025-12,3,3,1
Arunachal Pradesh,Upper Siang,2025-01,1,1,0
Arunachal Pradesh,Upper Siang,2025-02,4,4,1
Arunachal Pradesh,Upper Siang,2025-03,2,2,1
Arunachal Pradesh,Upper Siang,2025-06,1,1,0
Arunachal Pradesh,Upper Siang,2025-08,1,1,0
Arunachal Pradesh,Upper Siang,2025-09,1,1,0
Arunachal Pradesh,Upper Siang,2025-10,6,6,2
Arunachal Pradesh,Upper Siang,2025-12,1,1,0
Arunachal Pradesh,Upper Subansiri,2025-01,8,8,3
Arunachal Pradesh,Upper Subansiri,2025-02,2,2,1
Arunachal Pradesh,Upper Subansiri,2025-03,4,4,1
Arunachal Pradesh,Upper Subansiri,2025-05,3,3,1
Arunachal Pradesh,Upper Subansiri,2025-07,3,3,1
Arunachal Pradesh,Upper Subansiri,2025-08,4,4,1
Arunachal Pradesh,Upper Subansiri,2025-09,3,3,1
Arunachal Pradesh,Upper Subansiri,2025-10,6,6,2
Arunachal Pradesh,Upper Subansiri,2025-11,9,9,3
Arunachal Pradesh,Upper Subansiri,2025-12,4,4,1
Arunachal Pradesh,West Kameng,2025-01,90,90,31
Arunachal Pradesh,West Kameng,2025-02,8,8,3
Arunachal Pradesh,West Kameng,2025-03,8,8,3
Arunachal Pradesh,West Kameng,2025-04,6,6,2
Arunachal Pradesh,West Kameng,2025-05,8,8,3
Arunachal Pradesh,West Kameng,2025-06,3,3,1
Arunachal Pradesh,West Kameng,2025-07,9,9,3
Arunachal Pradesh,West Kameng,2025-08,4,4,1
Arunachal Pradesh,West Kameng,2025-09,6,6,2
Arunachal Pradesh,West Kameng,2025-10,3,3,1
Arunachal Pradesh,West Kameng,2025-11,2,2,1
Arunachal Pradesh,West Kameng,2025-12,9,9,3
Arunachal Pradesh,West Siang,2025-01,13,13,5
Arunachal Pradesh,West Siang,2025-02,8,8,3
Arunachal Pradesh,West Siang,2025-03,4,4,1
Arunachal Pradesh,West Siang,2025-04,5,5,2
Arunachal Pradesh,West Siang,2025-05,21,21,7
Arunachal Pradesh,West Siang,2025-06,4,4,1
Arunachal Pradesh,West Siang,2025-07,1,1,0
Arunachal Pradesh,West Siang,2025-08,4,4,1
Arunachal Pradesh,West Siang,2025-09,7,7,2
Arunachal Pradesh,West Siang,2025-10,3,3,1
Arunachal Pradesh,West Siang,2025-11,3,3,1
Arunachal Pradesh,West Siang,2025-12,9,9,3
Assam,Bajali,2025-01,3,3,1
Assam,Bajali,2025-02,1,1,0
Assam,Bajali,2025-05,1,1,0
Assam,Bajali,2025-06,2,2,1
Assam,Bajali,2025-08,1,1,0
Assam,Bajali,2025-10,1,1,0
Assam,Bajali,2025-12,3,3,1
Assam,Baksa,2025-01,1475,1475,516
Assam,Baksa,2025-02,111,111,39
Assam,Baksa,2025-03,70,70,24
Assam,Baksa,2025-04,49,49,17
Assam,Baksa,2025-05,79,79,28
Assam,Baksa,2025-06,46,46,16
Assam,Baksa,2025-07,41,41,14
Assam,Baksa,2025-08,65,65,23
Assam,Baksa,2025-09,65,65,23
Assam,Baksa,2025-10,50,50,18
Assam,Baksa,2025-11,44,44,15
Assam,Baksa,2025-12,51,51,18
Assam,Barpeta,2025-01,6253,6253,2189
Assam,Barpeta,2025-02,420,420,147
Assam,Barpeta,2025-03,224,224,78
Assam,Barpeta,2025-04,221,221,77
Assam,Barpeta,2025-05,415,415,145
Assam,Barpeta,2025-06,365,365,128
Assam,Barpeta,2025-07,153,153,54
Assam,Barpeta,2025-08,330,330,115
Assam,Barpeta,2025-09,268,268,94
Assam,Barpeta,2025-10,236,236,83
Assam,Barpeta,2025-11,254,254,89
Assam,Barpeta,2025-12,220,220,77
Assam,Biswanath,2025-01,290,290,102
Assam,Biswanath,2025-02,39,39,14
Assam,Biswanath,2025-03,17,17,6
Assam,Biswanath,2025-04,23,23,8
Assam,Biswanath,2025-05,48,48,17
Assam,Biswanath,2025-06,41,41,14
Assam,Biswanath,2025-07,13,13,5
Assam,Biswanath,2025-08,39,39,14
Assam,Biswanath,2025-09,41,41,14
Assam,Biswanath,2025-10,31,31,11
Assam,Biswanath,2025-11,22,22,8
Assam,Biswanath,2025-12,49,49,17
Assam,Bongaigaon,2025-01,967,967,338
Assam,Bongaigaon,2025-02,111,111,39
Assam,Bongaigaon,2025-03,40,40,14
Assam,Bongaigaon,2025-04,35,35,12
Assam,Bongaigaon,2025-05,87,87,30
Assam,Bongaigaon,2025-06,72,72,25
Assam,Bongaigaon,2025-07,27,27,9
Assam,Bongaigaon,2025-08,69,69,24
Assam,Bongaigaon,2025-09,49,49,17
Assam,Bongaigaon,2025-10,75,75,26
Assam,Bongaigaon,2025-11,81,81,28
Assam,Bongaigaon,2025-12,60,60,21
Assam,Cachar,2025-01,9524,9524,3333
Assam,Cachar,2025-02,436,436,153
Assam,Cachar,2025-03,281,281,98
Assam,Cachar,2025-04,158,158,55
Assam,Cachar,2025-05,258,258,90
Assam,Cachar,2025-06,248,248,87
Assam,Cachar,2025-07,81,81,28
Assam,Cachar,2025-08,295,295,103
Assam,Cachar,2025-09,268,268,94
Assam,Cachar,2025-10,265,265,93
Assam,Cachar,2025-11,214,214,75
Assam,Cachar,2025-12,197,197,69
Assam,Charaideo,2025-01,386,386,135
Assam,Charaideo,2025-02,32,32,11
Assam,Charaideo,2025-03,30,30,10
Assam,Charaideo,2025-04,16,16,6
Assam,Charaideo,2025-05,29,29,10
Assam,Charaideo,2025-06,20,20,7
Assam,Charaideo,2025-07,22,22,8
Assam,Charaideo,2025-08,27,27,9
Assam,Charaideo,2025-09,22,22,8
Assam,Charaideo,2025-10,28,28,10
Assam,Charaideo,2025-11,25,25,9
Assam,Charaideo,2025-12,11,11,4
Assam,Chirang,2025-01,1909,1909,668
Assam,Chirang,2025-02,55,55,19
Assam,Chirang,2025-03,41,41,14
Assam,Chirang,2025-04,34,34,12
Assam,Chirang,2025-05,61,61,21
Assam,Chirang,2025-06,42,42,15
Assam,Chirang,2025-07,16,16,6
Assam,Chirang,2025-08,34,34,12
Assam,Chirang,2025-09,43,43,15
Assam,Chirang,2025-10,51,51,18
Assam,Chirang,2025-11,49,49,17
Assam,Chirang,2025-12,42,42,15
Assam,Darrang,2025-01,2208,2208,773
Assam,Darrang,2025-02,223,223,78
Assam,Darrang,2025-03,129,129,45
Assam,Darrang,2025-04,77,77,27
Assam,Darrang,2025-05,146,146,51
Assam,Darrang,2025-06,164,164,57
Assam,Darrang,2025-07,60,60,21
Assam,Darrang,2025-08,172,172,60
Assam,Darrang,2025-09,127,127,44
Assam,Darrang,2025-10,173,173,61
Assam,Darrang,2025-11,109,109,38
Assam,Darrang,2025-12,341,341,119
Assam,Dhemaji,2025-01,3966,3966,1388
Assam,Dhemaji,2025-02,101,101,35
Assam,Dhemaji,2025-03,56,56,20
Assam,Dhemaji,2025-04,56,56,20
Assam,Dhemaji,2025-05,92,92,32
Assam,Dhemaji,2025-06,137,137,48
Assam,Dhemaji,2025-07,54,54,19
Assam,Dhemaji,2025-08,71,71,25
Assam,Dhemaji,2025-09,61,61,21
Assam,Dhemaji,2025-10,135,135,47
Assam,Dhemaji,2025-11,104,104,36
Assam,Dhemaji,2025-12,148,148,52
Assam,Dhubri,2025-01,3701,3701,1295
Assam,Dhubri,2025-02,371,371,130
Assam,Dhubri,2025-03,228,228,80
Assam,Dhubri,2025-04,183,183,64
Assam,Dhubri,2025-05,420,420,147
Assam,Dhubri,2025-06,301,301,105
Assam,Dhubri,2025-07,74,74,26
Assam,Dhubri,2025-08,311,311,109
Assam,Dhubri,2025-09,320,320,112
Assam,Dhubri,2025-10,291,291,102
Assam,Dhubri,2025-11,212,212,74
Assam,Dhubri,2025-12,213,213,75
Assam,Dibrugarh,2025-01,4146,4146,1451
Assam,Dibrugarh,2025-02,161,161,56
Assam,Dibrugarh,2025-03,99,99,35
Assam,Dibrugarh,2025-04,78,78,27
Assam,Dibrugarh,2025-05,95,95,33
Assam,Dibrugarh,2025-06,139,139,49
Assam,Dibrugarh,2025-07,31,31,11
Assam,Dibrugarh,2025-08,111,111,39
Assam,Dibrugarh,2025-09,97,97,34
Assam,Dibrugarh,2025-10,94,94,33
Assam,Dibrugarh,2025-11,98,98,34
Assam,Dibrugarh,2025-12,105,105,37
Assam,Dima Hasao,2025-01,219,219,77
Assam,Dima Hasao,2025-02,1,1,0
Assam,Dima Hasao,2025-03,1,1,0
Assam,Dima Hasao,2025-05,1,1,0
Assam,Dima Hasao,2025-06,2,2,1
Assam,Dima Hasao,2025-08,2,2,1
Assam,Dima Hasao,2025-12,1,1,0
Assam,Goalpara,2025-01,5124,5124,1793
Assam,Goalpara,2025-02,239,239,84
Assam,Goalpara,2025-03,88,88,31
Assam,Goalpara,2025-04,159,159,56
Assam,Goalpara,2025-05,220,220,77
Assam,Goalpara,2025-06,197,197,69
Assam,Goalpara,2025-07,53,53,19
Assam,Goalpara,2025-08,221,221,77
Assam,Goalpara,2025-09,178,178,62
Assam,Goalpara,2025-10,178,178,62
Assam,Goalpara,2025-11,146,146,51
Assam,Goalpara,2025-12,72,72,25
Assam,Golaghat,2025-01,7998,7998,2799
Assam,Golaghat,2025-02,240,240,84
Assam,Golaghat,2025-03,207,207,72
Assam,Golaghat,2025-04,104,104,36
Assam,Golaghat,2025-05,169,169,59
Assam,Golaghat,2025-06,144,144,50
Assam,Golaghat,2025-07,45,45,16
Assam,Golaghat,2025-08,119,119,42
Assam,Golaghat,2025-09,83,83,29
Assam,Golaghat,2025-10,95,95,33
Assam,Golaghat,2025-11,105,105,37
Assam,Golaghat,2025-12,128,128,45
Assam,Hailakandi,2025-01,1634,1634,572
Assam,Hailakandi,2025-02,261,261,91
Assam,Hailakandi,2025-03,95,95,33
Assam,Hailakandi,2025-04,108,108,38
Assam,Hailakandi,2025-05,155,155,54
Assam,Hailakandi,2025-06,149,149,52
Assam,Hailakandi,2025-07,62,62,22
Assam,Hailakandi,2025-08,172,172,60
Assam,Hailakandi,2025-09,120,120,42
Assam,Hailakandi,2025-10,116,116,41
Assam,Hailakandi,2025-11,127,127,44
Assam,Hailakandi,2025-12,50,50,18
Assam,Hojai,2025-01,3685,3685,1290
Assam,Hojai,2025-02,141,141,49
Assam,Hojai,2025-03,132,132,46
Assam,Hojai,2025-04,61,61,21
Assam,Hojai,2025-05,158,158,55
Assam,Hojai,2025-06,104,104,36
Assam,Hojai,2025-07,44,44,15
Assam,Hojai,2025-08,133,133,47
Assam,Hojai,2025-09,95,95,33
Assam,Hojai,2025-10,111,111,39
Assam,Hojai,2025-11,91,91,32
Assam,Hojai,2025-12,63,63,22
Assam,Jorhat,2025-01,2066,2066,723
Assam,Jorhat,2025-02,165,165,58
Assam,Jorhat,2025-03,69,69,24
Assam,Jorhat,2025-04,50,50,18
Assam,Jorhat,2025-05,63,63,22
Assam,Jorhat,2025-06,78,78,27
Assam,Jorhat,2025-07,33,33,12
Assam,Jorhat,2025-08,116,116,41
Assam,Jorhat,2025-09,50,50,18
Assam,Jorhat,2025-10,82,82,29
Assam,Jorhat,2025-11,99,99,35
Assam,Jorhat,2025-12,93,93,33
Assam,Kamrup,2025-01,7225,7225,2529
Assam,Kamrup,2025-02,336,336,118
Assam,Kamrup,2025-03,172,172,60
Assam,Kamrup,2025-04,151,151,53
Assam,Kamrup,2025-05,204,204,71
Assam,Kamrup,2025-06,205,205,72
Assam,Kamrup,2025-07,90,90,31
Assam,Kamrup,2025-08,266,266,93
Assam,Kamrup,2025-09,217,217,76
Assam,Kamrup,2025-10,200,200,70
Assam,Kamrup,2025-11,171,171,60
Assam,Kamrup,2025-12,181,181,63
Assam,Kamrup Metro,2025-01,1852,1852,648
Assam,Kamrup Metro,2025-02,209,209,73
Assam,Kamrup Metro,2025-03,143,143,50
Assam,Kamrup Metro,2025-04,48,48,17
Assam,Kamrup Metro,2025-05,132,132,46
Assam,Kamrup Metro,2025-06,155,155,54
Assam,Kamrup Metro,2025-07,76,76,27
Assam,Kamrup Metro,2025-08,155,155,54
Assam,Kamrup Metro,2025-09,87,87,30
Assam,Kamrup Metro,2025-10,159,159,56
Assam,Kamrup Metro,2025-11,107,107,37
Assam,Kamrup Metro,2025-12,139,139,49
Assam,Karbi Anglong,2025-01,4176,4176,1462
Assam,Karbi Anglong,2025-02,225,225,79
Assam,Karbi Anglong,2025-03,160,160,56
Assam,Karbi Anglong,2025-04,56,56,20
Assam,Karbi Anglong,2025-05,195,195,68
